"dw_trade_date","stock_code","stock_type","price","buy_amount","sale_amount","cn_buy_amount","cn_sale_amount","cc_buy_amount","cc_sale_amount"
"2019-04-03","600633","0",10.75,0,0,0,-17000,0,0
"2019-04-03","300118","c",11.996,0,0,49800,0,0,0
"2019-04-03","600109","0",12.06,0,0,0,-64400,0,0
"2019-04-03","300118","c",11.946,0,0,14900,0,0,0
"2019-04-03","002463","0",12.53,0,0,0,-52500,0,0
"2019-04-03","002223","0",26.469,0,0,24800,0,0,0
"2019-04-03","002916","0",126.237,0,0,0,-4900,0,0
"2019-04-03","600352","0",21.4,0,0,37400,0,0,0
"2019-04-08","002544","0",15.79,0,0,40500,0,0,0
"2019-04-08","002223","0",25.982,0,0,0,-6300,0,0
"2019-04-08","300118","c",11.701,0,0,0,-52904,0,0
"2019-04-08","300118","c",11.404,0,0,53803,0,0,0
"2019-04-08","002223","0",25.704,0,0,0,-16600,0,0
"2019-04-08","002223","0",25.96,0,0,0,-1900,0,0
"2019-04-08","300118","c",11.44,0,0,12300,0,0,0
"2019-04-08","300118","c",11.651,0,0,0,-11796,0,0
"2019-04-08","600352","0",25,0,0,37800,0,0,0
"2019-04-08","600352","0",25.3,0,0,0,-37400,0,0
"2019-04-09","300220","c",26.8,0,0,23700,0,0,0
"2019-04-09","300065","c",17.95,0,0,0,0,83600,0
"2019-04-09","002544","0",15.693999999999999,0,0,0,-40500,0,0
"2019-04-09","002377","0",6.96,0,0,108900,0,0,0
"2019-04-09","300118","c",11.45,0,0,0,-66100,0,0
"2019-04-10","603712","0",21.8,0,0,21900,0,0,0
"2019-04-10","300065","c",17.411,0,0,0,-41700,0,0
"2019-04-10","600352","0",25.32,0,0,0,-37800,0,0
"2019-04-10","300220","c",28.7,0,0,0,-8000,0,0
"2019-04-10","300220","c",28.6,0,0,0,-15700,0,0
"2019-04-10","002463","0",12.02,0,0,34400,0,0,0
"2019-04-10","603712","0",21.697,0,0,18700,0,0,0
"2019-04-10","603712","0",21.66,0,0,3300,0,0,0
"2019-04-10","300065","c",17.591,0,0,0,-41800,0,0
"2019-04-10","002938","0",28.34,0,0,9300,0,0,0
"2019-04-11","603712","0",21.283,0,0,0,-43900,0,0
"2019-04-11","002458","0",23.565,0,0,39500,0,0,0
"2019-04-11","300220","c",26.08,0,0,5500,0,0,0
"2019-04-11","002938","0",28.111,0,0,0,-9300,0,0
"2019-04-11","002463","0",11.909,0,0,0,-34400,0,0
"2019-04-11","601186","0",12.01,0,0,0,0,94700,0
"2019-04-11","002377","0",6.668,0,0,0,-108900,0,0
"2019-04-11","601106","0",4.08,0,0,164600,0,0,0
"2019-04-11","002130","0",6.28,0,0,92700,0,0,0
"2019-04-12","601106","0",3.98,0,0,0,-164600,0,0
"2019-04-12","002130","0",6.47,0,0,0,-92700,0,0
"2019-04-12","002746","0",26.255,0,0,19700,0,0,0
"2019-04-12","002234","0",31.358,0,0,30300,0,0,0
"2019-04-12","300220","c",25.65,0,0,0,-1200,0,0
"2019-04-12","002458","0",24.125,0,0,0,-39500,0,0
"2019-04-12","000777","0",16.2,0,0,40500,0,0,0
"2019-04-12","600352","0",21.6,0,0,0,0,54800,0
"2019-04-12","601186","0",11.62,0,0,0,-94700,0,0
"2019-04-15","002234","0",33.86,0,0,0,-23500,0,0
"2019-04-15","002938","0",28.276,0,0,29000,0,0,0
"2019-04-15","600352","0",21.39,0,0,0,-54800,0,0
"2019-04-15","300118","c",10.67,0,0,0,-3,0,0
"2019-04-15","300065","c",17.56,0,0,0,-100,0,0
"2019-04-15","002234","0",33.05,0,0,23500,0,0,0
"2019-04-15","600635","0",7.2,0,0,0,0,164300,0
"2019-04-15","600352","0",21.14,0,0,100,0,0,0
"2019-04-15","002746","0",26.895,0,0,0,-19700,0,0
"2019-04-15","002234","0",32.75,0,0,0,-6800,0,0
"2019-04-15","300220","c",27.012,0,0,0,-4300,0,0
"2019-04-15","000777","0",16.651,0,0,0,-40500,0,0
"2019-04-16","002938","0",27.104,0,0,0,-29000,0,0
"2019-04-16","002234","0",28.45,0,0,0,-23500,0,0
"2019-04-16","002792","0",34,0,0,41200,0,0,0
"2019-04-16","600621","0",15.63,0,0,15800,0,0,0
"2019-04-16","600621","0",15.55,0,0,36853,0,0,0
"2019-04-17","300512","c",16.484,0,0,23000,0,0,0
"2019-04-17","600635","0",7.12,0,0,0,-164300,0,0
"2019-04-17","000651","0",57.57,0,0,0,0,21200,0
"2019-04-17","600621","0",15.65,0,0,0,-9600,0,0
"2019-04-17","002938","0",29.7,0,0,5800,0,0,0
"2019-04-17","600621","0",15.606,0,0,0,-43053,0,0
"2019-04-17","600352","0",22.72,0,0,0,-100,0,0
"2019-04-17","300512","c",16.42,0,0,2000,0,0,0
"2019-04-17","300512","c",16.432,0,0,25000,0,0,0
"2019-04-17","002792","0",36.99,0,0,0,-41200,0,0
"2019-04-17","000860","0",60.047,0,0,0,0,5400,0
"2019-04-17","002938","0",30,0,0,45200,0,0,0
"2019-04-18","300512","c",16.032,0,0,0,-50000,0,0
"2019-04-18","600352","0",23.6,0,0,35600,0,0,0
"2019-04-18","002938","0",34.144,0,0,0,-23100,0,0
"2019-04-18","300220","c",27.58,0,0,15900,0,0,0
"2019-04-18","002938","0",34.222,0,0,0,-25500,0,0
"2019-04-18","000860","0",59.699,0,0,0,0,21300,0
"2019-04-18","002938","0",32.9,0,0,0,-2400,0,0
"2019-04-18","002938","0",33.5,0,0,25000,0,0,0
"2019-04-18","000651","0",58.59,0,0,0,-21200,0,0
"2019-04-18","300220","c",27.6,0,0,15900,0,0,0
"2019-04-18","000860","0",60.17,0,0,0,-5400,0,0
"2019-04-19","002670","0",13.4,0,0,56300,0,0,0
"2019-04-19","601881","0",13.23,0,0,0,0,33700,0
"2019-04-19","601881","0",13.25,0,0,66700,0,0,0
"2019-04-19","002463","0",12.489,0,0,60500,0,0,0
"2019-04-19","002938","0",29.774,0,0,0,-25000,0,0
"2019-04-19","600352","0",21.943,0,0,0,-35600,0,0
"2019-04-19","300220","c",27.77,0,0,0,-31800,0,0
"2019-04-22","000860","0",61.03,0,0,0,-21300,0,0
"2019-04-22","002742","0",9.92,0,0,87300,0,0,0
"2019-04-22","002463","0",12.608,0,0,0,-60500,0,0
"2019-04-22","601881","0",13.005,0,0,0,-100400,0,0
"2019-04-22","000860","0",60.4,0,0,0,0,23100,0
"2019-04-22","002243","0",21,0,0,72600,0,0,0
"2019-04-22","002670","0",13.554,0,0,0,-56300,0,0
"2019-04-23","603156","0",57.996,0,0,13300,0,0,0
"2019-04-23","000592","0",4.66,0,0,17300,0,0,0
"2019-04-23","000592","0",4.68,0,0,155300,0,0,0
"2019-04-23","002243","0",21.402,0,0,0,-36300,0,0
"2019-04-23","002742","0",9.202,0,0,0,-87300,0,0
"2019-04-23","002243","0",21.801,0,0,0,-36300,0,0
"2019-04-23","002234","0",32.654,0,0,24100,0,0,0
"2019-04-24","603156","0",57.816,0,0,0,-13300,0,0
"2019-04-24","002234","0",33.221,0,0,23200,0,0,0
"2019-04-24","002234","0",34.186,0,0,0,-24100,0,0
"2019-04-24","300601","c",52.713,0,0,15600,0,0,0
"2019-04-25","002234","0",35.614,0,0,0,-23200,0,0
"2019-04-25","000860","0",59,0,0,0,-23100,0,0
"2019-04-25","000860","0",59.1,0,0,0,0,21000,0
"2019-04-25","300397","c",21.8,0,0,33200,0,0,0
"2019-04-25","000592","0",4.51,0,0,190800,0,0,0
"2019-04-25","300601","c",55.2,0,0,0,-15480,0,0
"2019-04-25","002488","0",10.449,0,0,78900,0,0,0
"2019-04-25","000592","0",4.57,0,0,0,-171400,0,0
"2019-04-25","300397","c",22.03,0,0,2600,0,0,0
"2019-04-25","300601","c",55.1,0,0,0,-120,0,0
"2019-04-26","002488","0",10.02,0,0,0,-78900,0,0
"2019-04-26","000592","0",4.305,0,0,180800,0,0,0
"2019-04-26","300601","c",55.04,0,0,14100,0,0,0
"2019-04-26","000860","0",57.501,0,0,0,-21000,0,0
"2019-04-26","002234","0",33.793,0,0,22900,0,0,0
"2019-04-26","601555","0",12.3,0,0,0,0,68800,0
"2019-04-26","300397","c",21.45,0,0,0,-35800,0,0
"2019-04-26","000592","0",4.4,0,0,0,-192000,0,0
"2019-04-29","000592","0",4.07,0,0,134500,0,0,0
"2019-04-29","002458","0",26,0,0,16300,0,0,0
"2019-04-29","000592","0",4.1,0,0,0,-91300,0,0
"2019-04-29","601555","0",11.06,0,0,49500,0,0,0
"2019-04-29","300601","c",50.936,0,0,0,-3000,0,0
"2019-04-29","002234","0",37.97,0,0,0,-22900,0,0
"2019-04-29","002506","0",7.32,0,0,91800,0,0,0
"2019-04-29","300601","c",52.1,0,0,0,-11100,0,0
"2019-04-29","000592","0",4.09,0,0,0,-89500,0,0
"2019-04-29","002506","0",7.29,0,0,20200,0,0,0
"2019-04-29","601555","0",11.69,0,0,0,-68800,0,0
"2019-04-30","002746","0",27.7,0,0,17500,0,0,0
"2019-04-30","300033","c",91.582,0,0,2700,0,0,0
"2019-04-30","601555","0",11.16,0,0,0,-49500,0,0
"2019-04-30","002746","0",27.76,0,0,5500,0,0,0
"2019-04-30","002506","0",7.1,0,0,0,-112000,0,0
"2019-04-30","601555","0",11.29,0,0,300,0,0,0
"2019-04-30","300033","c",91.999,0,0,2800,0,0,0
"2019-04-30","002458","0",25.7,0,0,0,-16300,0,0
"2019-04-30","300220","c",26.28,0,0,12700,0,0,0
"2019-04-30","000592","0",4.1,0,0,0,-134500,0,0
"2019-04-30","002234","0",36.299,0,0,21800,0,0,0
"2019-05-06","002234","0",37.395,0,0,0,-7800,0,0
"2019-05-06","601555","0",10.76,0,0,0,-300,0,0
"2019-05-06","002234","0",38.71,0,0,500,0,0,0
"2019-05-06","002234","0",39.4,0,0,0,-14000,0,0
"2019-05-06","002746","0",28.89,0,0,0,-23000,0,0
"2019-05-06","002234","0",38.88,0,0,13500,0,0,0
"2019-05-06","000723","0",14.805,0,0,47900,0,0,0
"2019-05-06","000563","0",4.37,0,0,600,0,0,0
"2019-05-06","300033","c",83,0,0,0,-5500,0,0
"2019-05-07","002746","0",29.211,0,0,20600,0,0,0
"2019-05-07","002234","0",36.87,0,0,3300,0,0,0
"2019-05-07","600352","0",19.2,0,0,43100,0,0,0
"2019-05-07","002234","0",36.918,0,0,8300,0,0,0
"2019-05-07","002234","0",38.67,0,0,0,-3100,0,0
"2019-05-07","002234","0",39.084,0,0,0,-10900,0,0
"2019-05-07","000723","0",15.17,0,0,0,-47900,0,0
"2019-05-08","002746","0",25.8,0,0,0,-20600,0,0
"2019-05-08","002371","0",56.77,0,0,9400,0,0,0
"2019-05-08","002234","0",31.2,0,0,18800,0,0,0
"2019-05-08","600352","0",18.747,0,0,0,-43100,0,0
"2019-05-08","002234","0",31.98,0,0,0,-11600,0,0
"2019-05-09","002234","0",31.304,0,0,0,-13500,0,0
"2019-05-09","000563","0",4.34,0,0,135500,0,0,0
"2019-05-09","002371","0",61.685,0,0,0,-9400,0,0
"2019-05-09","002234","0",31.281,0,0,0,-5300,0,0
"2019-05-09","300033","c",79.51,0,0,7400,0,0,0
"2019-05-09","000783","0",7.799,0,0,74200,0,0,0
"2019-05-10","300220","c",26.853,0,0,11100,0,0,0
"2019-05-10","603383","0",73.1,0,0,6100,0,0,0
"2019-05-10","600731","0",6.9,0,0,64800,0,0,0
"2019-05-10","000783","0",7.93,0,0,0,-74200,0,0
"2019-05-10","300033","c",81.107,0,0,0,-7400,0,0
"2019-05-10","000563","0",4.55,0,0,0,-136100,0,0
"2019-05-13","000563","0",4.45,0,0,112300,0,0,0
"2019-05-13","603383","0",80.536,0,0,5800,0,0,0
"2019-05-13","603383","0",81.991,0,0,0,-6100,0,0
"2019-05-13","600731","0",7.225,0,0,0,-53300,0,0
"2019-05-13","600731","0",7.25,0,0,0,-11500,0,0
"2019-05-13","300175","c",6.938,0,0,89300,0,0,0
"2019-05-14","603383","0",82.541,0,0,0,-5800,0,0
"2019-05-14","000563","0",4.39,0,0,0,-112300,0,0
"2019-05-14","600635","0",6.5,0,0,0,0,77300,0
"2019-05-14","600731","0",7.22,0,0,22100,0,0,0
"2019-05-14","603383","0",82.3,0,0,2300,0,0,0
"2019-05-14","002299","0",25.73,0,0,0,0,14200,0
"2019-05-14","603383","0",81.569,0,0,3500,0,0,0
"2019-05-14","600731","0",7.21,0,0,50000,0,0,0
"2019-05-14","300175","c",6.763,0,0,0,-89300,0,0
"2019-05-14","600731","0",7.25,0,0,11000,0,0,0
"2019-05-15","002299","0",26.15,0,0,0,-14200,0,0
"2019-05-15","600731","0",7.322,0,0,0,-83100,0,0
"2019-05-15","603068","0",48,0,0,13300,0,0,0
"2019-05-15","603383","0",79.601,0,0,0,-5800,0,0
"2019-05-15","300576","c",19.8,0,0,14450,0,0,0
"2019-05-15","000043","0",11.757,0,0,54600,0,0,0
"2019-05-15","600635","0",6.44,0,0,0,-77300,0,0
"2019-05-16","600010","0",1.74,0,0,368500,0,0,0
"2019-05-16","300576","c",20.48,0,0,0,-14450,0,0
"2019-05-16","000043","0",11.51,0,0,0,-54600,0,0
"2019-05-16","300091","c",5.57,0,0,53200,0,0,0
"2019-05-16","603068","0",49.326,0,0,0,-13300,0,0
"2019-05-16","600460","0",16.17,0,0,39600,0,0,0
"2019-05-17","600460","0",16.81,0,0,0,-5700,0,0
"2019-05-17","600460","0",16.95,0,0,0,-33900,0,0
"2019-05-17","300220","c",31.9,0,0,0,-23800,0,0
"2019-05-17","300091","c",5.31,0,0,0,-53200,0,0
"2019-05-17","002746","0",28.82,0,0,10000,0,0,0
"2019-05-17","600010","0",1.7,0,0,0,-368500,0,0
"2019-05-17","600410","0",13.105,0,0,0,0,107000,0
"2019-05-20","002404","0",8,0,0,5400,0,0,0
"2019-05-20","600410","0",13.09,0,0,0,-107000,0,0
"2019-05-21","002404","0",7.39,0,0,37200,0,0,0
"2019-05-21","002746","0",27.86,0,0,0,-10000,0,0
"2019-05-21","002746","0",27.81,0,0,100,0,0,0
"2019-05-21","002404","0",7.43,0,0,0,-5400,0,0
"2019-05-21","600018","0",7.41,0,0,0,0,11300,0
"2019-05-22","002404","0",7.9399999999999995,0,0,0,-18500,0,0
"2019-05-22","603128","0",10.2,0,0,14200,0,0,0
"2019-05-22","002404","0",7.83,0,0,0,-6200,0,0
"2019-05-22","600018","0",7.43,0,0,0,-11300,0,0
"2019-05-22","601881","0",10.15,0,0,0,0,21500,0
"2019-05-22","002404","0",7.82,0,0,0,-12400,0,0
"2019-05-22","002746","0",28.378,0,0,5100,0,0,0
"2019-05-22","603128","0",10.407,0,0,3900,0,0,0
"2019-05-23","601881","0",10.18,0,0,0,-21500,0,0
"2019-05-23","603128","0",10.27,0,0,0,-18100,0,0
"2019-05-23","002299","0",28.83,0,0,5300,0,0,0
"2019-05-23","002746","0",29.3,0,0,0,-5200,0,0
"2019-05-23","002404","0",7.4,0,0,25300,0,0,0
"2019-05-23","600446","0",19.695,0,0,0,0,10700,0
"2019-05-24","002404","0",6.5,0,0,0,-25400,0,0
"2019-05-24","000563","0",4.38,0,0,33000,0,0,0
"2019-05-24","300397","c",21.676,0,0,7600,0,0,0
"2019-05-24","002299","0",27.272,0,0,0,-5300,0,0
"2019-05-27","600446","0",20.1,0,0,0,-10700,0,0
"2019-05-28","000563","0",4.47,0,0,0,-33000,0,0
"2019-05-28","300397","c",21.512,0,0,7700,0,0,0
"2019-05-28","300397","c",21.681,0,0,0,-7600,0,0
"2019-05-28","600476","0",24.96,0,0,6000,0,0,0
"2019-05-29","603068","0",52.2,0,0,400,0,0,0
"2019-05-29","600476","0",25.412,0,0,0,-6000,0,0
"2019-05-29","300397","c",21.791,0,0,0,-7700,0,0
"2019-05-29","600476","0",25.386,0,0,11700,0,0,0
"2019-05-31","600476","0",21.09,0,0,0,-11700,0,0
"2019-05-31","603068","0",56.48,0,0,4300,0,0,0
"2019-06-03","603706","0",22.47,0,0,4100,0,0,0
"2019-06-03","603068","0",56.25,0,0,0,-4700,0,0
"2019-06-03","002943","0",33.47,0,0,2600,0,0,0
"2019-06-03","002893","0",18.49,0,0,4800,0,0,0
"2019-06-04","002893","0",13.26,0,0,6600,0,0,0
"2019-06-04","600703","0",10.37,0,0,8400,0,0,0
"2019-06-04","603706","0",21.93,0,0,0,-4100,0,0
"2019-06-04","002893","0",13.38,0,0,0,-6240,0,0
"2019-06-05","002943","0",40.06,0,0,0,-2600,0,0
"2019-06-05","603703","0",11.84,0,0,8000,0,0,0
"2019-06-05","600703","0",10.69,0,0,0,-8400,0,0
"2019-06-05","002947","0",46.5,0,0,100,0,0,0
"2019-06-05","600736","0",8.92,0,0,10600,0,0,0
"2019-06-06","600311","0",4.35,0,0,23700,0,0,0
"2019-06-06","002947","0",42.58,0,0,0,-100,0,0
"2019-06-06","002893","0",14.938,0,0,0,-6600,0,0
"2019-06-06","600736","0",8.45,0,0,0,-10600,0,0
"2019-06-10","002945","0",13.31,0,0,6700,0,0,0
"2019-06-11","600311","0",4.23,0,0,0,-23700,0,0
"2019-06-11","600446","0",14.8,0,0,0,0,2600,0
"2019-06-11","603703","0",11.85,0,0,8400,0,0,0
"2019-06-11","600887","0",31.97,0,0,0,0,3300,0
"2019-06-12","603712","0",22.03,0,0,5100,0,0,0
"2019-06-12","002945","0",15.891,0,0,6100,0,0,0
"2019-06-12","300775","c",32.84,0,0,2900,0,0,0
"2019-06-12","600887","0",31.92,0,0,0,0,1800,0
"2019-06-12","600446","0",15.5,0,0,0,-2600,0,0
"2019-06-12","603703","0",11.82,0,0,0,-8200,0,0
"2019-06-12","603703","0",11.823,0,0,0,-8200,0,0
"2019-06-12","002945","0",16.61,0,0,0,-6700,0,0
"2019-06-13","603712","0",23.91,0,0,0,-5100,0,0
"2019-06-13","300775","c",30.93,0,0,0,-1900,0,0
"2019-06-13","603703","0",11.85,0,0,4900,0,0,0
"2019-06-13","000969","0",9.7,0,0,10100,0,0,0
"2019-06-13","603703","0",11.84,0,0,2700,0,0,0
"2019-06-13","002945","0",15.96,0,0,0,-6100,0,0
"2019-06-13","300775","c",33.4,0,0,3700,0,0,0
"2019-06-13","300775","c",31.055,0,0,0,-1000,0,0
"2019-06-14","300775","c",32.76,0,0,0,-3700,0,0
"2019-06-14","000969","0",9.1,0,0,0,-10100,0,0
"2019-06-14","000812","0",5.11,0,0,17900,0,0,0
"2019-06-14","601881","0",10.85,0,0,11200,0,0,0
"2019-06-17","601881","0",10.87,0,0,0,-11200,0,0
"2019-06-17","002945","0",13.67,0,0,7300,0,0,0
"2019-06-17","000812","0",4.36,0,0,0,-17900,0,0
"2019-06-18","002123","0",13.099,0,0,7700,0,0,0
"2019-06-18","300322","c",13.51,0,0,7400,0,0,0
"2019-06-18","002945","0",14.02,0,0,0,-7300,0,0
"2019-06-19","002436","0",6.75,0,0,15600,0,0,0
"2019-06-19","600887","0",32.32,0,0,0,-5100,0,0
"2019-06-19","000070","0",12.84,0,0,8100,0,0,0
"2019-06-19","300322","c",14.16,0,0,0,-7400,0,0
"2019-06-19","002123","0",13.38,0,0,0,-7700,0,0
"2019-06-20","603383","0",79.85,0,0,1200,0,0,0
"2019-06-20","300578","c",24.74,0,0,3900,0,0,0
"2019-06-20","000070","0",12.2,0,0,0,-8100,0,0
"2019-06-20","002436","0",6.29,0,0,0,-15600,0,0
"2019-06-20","300033","c",95.637,0,0,0,0,1600,0
"2019-06-21","603383","0",81.263,0,0,0,-300,0,0
"2019-06-21","300578","c",26.614,0,0,0,-3900,0,0
"2019-06-21","603186","0",28.88,0,0,3600,0,0,0
"2019-06-21","002012","0",4.78,0,0,22100,0,0,0
"2019-06-21","300033","c",98.29,0,0,0,-1600,0,0
"2019-06-21","603383","0",81.15,0,0,0,-900,0,0
"2019-06-24","603186","0",27.89,0,0,0,-3600,0,0
"2019-06-24","603258","0",34.8,0,0,8400,0,0,0
"2019-06-24","002012","0",4.71,0,0,0,-22100,0,0
"2019-06-24","603703","0",11.91,0,0,0,-7600,0,0
"2019-06-25","603703","0",12,0,0,22100,0,0,0
"2019-06-25","603258","0",31.32,0,0,0,-8400,0,0
"2019-06-28","603703","0",12.22,0,0,0,-1800,0,0
"2019-06-28","603703","0",12.26,0,0,0,-2400,0,0
"2019-06-28","603703","0",12.27,0,0,0,-3700,0,0
"2019-06-28","603703","0",12.227,0,0,0,-14200,0,0
"2019-06-28","600621","0",14.74,0,0,18300,0,0,0
"2019-07-01","600621","0",15.415,0,0,0,-18300,0,0
"2019-07-03","300601","c",58.38,0,0,4800,0,0,0
"2019-07-22","300601","c",58.11,0,0,0,-100,0,0
"2019-08-07","002966","0",13.1,0,0,0,-500,0,0
"2019-08-14","300499","c",13.31,0,0,23000,0,0,0
"2019-08-14","300601","c",67.69,0,0,0,-4700,0,0
"2019-08-15","300499","c",12.2,0,0,0,-23000,0,0
"2019-08-15","002371","0",58.5,0,0,900,0,0,0
"2019-08-15","002371","0",58.4,0,0,3900,0,0,0
"2019-08-19","002371","0",62.167,0,0,0,-4800,0,0
"2019-08-20","002916","0",128.25,0,0,2300,0,0,0
"2019-08-21","002916","0",133,0,0,0,-2300,0,0
"2019-08-21","002252","0",8.2,0,0,37900,0,0,0
"2019-08-22","002252","0",8.32,0,0,0,-37900,0,0
"2019-08-22","300297","c",5.67,0,0,18400,0,0,0
"2019-08-22","300297","c",5.62,0,0,37500,0,0,0
"2019-08-23","300297","c",5.59,0,0,0,-55900,0,0
"2019-08-23","300223","c",42.37,0,0,7300,0,0,0
"2019-08-26","002706","0",7.16,0,0,42600,0,0,0
"2019-08-26","300223","c",41.5,0,0,0,-7300,0,0
"2019-08-28","600976","0",17.8,0,0,2800,0,0,0
"2019-08-28","002371","0",64.09,0,0,4100,0,0,0
"2019-08-28","002706","0",7.39,0,0,0,-42600,0,0
"2019-08-29","002384","0",20.18,0,0,5100,0,0,0
"2019-08-29","600976","0",18.08,0,0,0,-2800,0,0
"2019-08-29","002371","0",64.2,0,0,0,-4100,0,0
"2019-08-29","002384","0",20.677,0,0,0,0,9900,0
"2019-08-29","002371","0",64.06,0,0,100,0,0,0
"2019-08-30","002384","0",20.31,0,0,3700,0,0,0
"2019-08-30","002384","0",20.33,0,0,1650,0,0,0
"2019-08-30","002384","0",20.64,0,0,0,-15000,0,0
"2019-08-30","002384","0",19.43,0,0,4300,0,0,0
"2019-08-30","002371","0",65.66,0,0,0,-100,0,0
"2019-09-02","002384","0",19.408,0,0,0,-9650,0,0
"2019-09-02","002008","0",30.97,0,0,4000,0,0,0
"2019-09-02","300436","c",40.9,0,0,4600,0,0,0
"2019-09-03","002008","0",33.6,0,0,0,-4000,0,0
"2019-09-03","601689","0",11.16,0,0,12000,0,0,0
"2019-09-04","601689","0",11.42,0,0,0,-12000,0,0
"2019-09-04","300436","c",40.86,0,0,3300,0,0,0
"2019-09-10","300436","c",42.38,0,0,0,-7900,0,0
"2019-09-11","300548","c",50.25,0,0,5900,0,0,0
"2019-09-26","300548","c",45.382,0,0,0,-1100,0,0
"2019-09-26","300118","c",12.855,0,0,17300,0,0,0
"2019-09-26","300548","c",45.685,0,0,0,-4800,0,0
"2019-09-26","300118","c",12.85,0,0,3900,0,0,0
"2019-10-14","300525","c",38.488,0,0,7600,0,0,0
"2019-10-14","300118","c",13.85,0,0,0,-21200,0,0
"2019-10-15","300525","c",40.99,0,0,0,-3800,0,0
"2019-10-15","300525","c",40.36,0,0,0,-3800,0,0
"2019-10-16","300525","c",39.21,0,0,3800,0,0,0
"2019-10-16","300525","c",38.88,0,0,1500,0,0,0
"2019-10-16","300525","c",38.85,0,0,2380,0,0,0
"2019-10-17","300548","c",45.5,0,0,2700,0,0,0
"2019-10-17","300525","c",40.52,0,0,0,-7680,0,0
"2019-10-17","300548","c",45.16,0,0,1300,0,0,0
"2019-10-17","300548","c",45.3,0,0,2800,0,0,0
"2019-10-28","300548","c",53.91,0,0,0,-3200,0,0
"2019-10-28","002123","0",21.81,0,0,15500,0,0,0
"2019-10-28","300548","c",54.03,0,0,0,-400,0,0
"2019-10-28","002123","0",21.85,0,0,1200,0,0,0
"2019-10-28","300548","c",52.505,0,0,0,-3200,0,0
"2019-11-06","002123","0",21.29,0,0,0,-3000,0,0
"2019-11-08","300602","c",50.8,0,0,0,0,4000,0
"2019-11-12","300602","c",48.17,0,0,0,-4000,0,0
"2019-11-19","300602","c",51.5,0,0,0,0,2900,0
"2019-11-20","002123","0",23.6,0,0,0,-6800,0,0
"2019-11-20","002123","0",23.75,0,0,0,-6900,0,0
"2019-11-20","300397","c",23.53,0,0,6900,0,0,0
"2019-11-21","300598","c",102.16,0,0,0,0,1900,0
"2019-11-21","300602","c",52.483,0,0,3100,0,0,0
"2019-11-21","300397","c",23.97,0,0,0,-6900,0,0
"2019-11-22","300602","c",49.544,0,0,0,-6000,0,0
"2019-11-22","603179","0",17,0,0,9000,0,0,0
"2019-11-22","300598","c",104.5,0,0,0,-1900,0,0
"2019-11-25","603179","0",17.5,0,0,0,-600,0,0
"2019-11-25","601099","0",3.23,0,0,48200,0,0,0
"2019-11-25","300767","c",42.47,0,0,3600,0,0,0
"2019-11-25","603179","0",17.398,0,0,0,-8400,0,0
"2019-11-26","002065","0",9.167,0,0,16900,0,0,0
"2019-11-26","300767","c",43.13,0,0,0,-2000,0,0
"2019-11-26","300767","c",43,0,0,0,-1000,0,0
"2019-11-26","601099","0",3.21,0,0,0,-48200,0,0
"2019-11-26","300767","c",46.288,0,0,3300,0,0,0
"2019-11-26","300767","c",43.172,0,0,0,-600,0,0
"2019-11-27","601066","0",22.52,0,0,0,0,9300,0
"2019-11-28","601066","0",22.47,0,0,0,-9300,0,0
"2019-11-29","002624","0",34.24,0,0,0,0,6300,0
"2019-12-02","300525","c",33.293,0,0,5000,0,0,0
"2019-12-02","002624","0",35.703,0,0,0,-6300,0,0
"2019-12-02","002117","0",11.27,0,0,0,0,18900,0
"2019-12-02","002065","0",9.38,0,0,0,-16900,0,0
"2019-12-04","002117","0",11.245,0,0,0,-18900,0,0
"2019-12-09","002405","0",16.44,0,0,0,0,14200,0
"2019-12-10","002405","0",16.06,0,0,0,-14200,0,0
"2019-12-10","002396","0",35.96,0,0,0,0,1500,0
"2019-12-10","002396","0",36,0,0,0,0,4600,0
"2019-12-11","002547","0",8.42,0,0,0,0,26600,0
"2019-12-11","002396","0",36.35,0,0,0,-6100,0,0
"2019-12-12","300525","c",35.85,0,0,0,-5000,0,0
"2019-12-12","002547","0",8.38,0,0,0,-26600,0,0
"2019-12-13","300456","c",19.82,0,0,6200,0,0,0
"2019-12-18","002180","0",34.4,0,0,0,0,6600,0
"2019-12-20","300379","c",57.8,0,0,3000,0,0,0
"2019-12-20","300456","c",26.6,0,0,0,-6200,0,0
"2019-12-23","002180","0",32.346,0,0,0,0,1400,0
"2019-12-23","600363","0",15.59,0,0,10000,0,0,0
"2019-12-23","300379","c",51.04,0,0,0,-3000,0,0
"2019-12-24","300456","c",25.688,0,0,3400,0,0,0
"2019-12-24","600363","0",15.818,0,0,0,-10000,0,0
"2019-12-24","300456","c",25.9,0,0,2700,0,0,0
"2019-12-24","002320","0",11.6,0,0,0,0,18000,0
"2019-12-24","002180","0",32.1,0,0,0,-8000,0,0
"2019-12-25","002079","0",12.12,0,0,0,0,14300,0
"2019-12-25","002320","0",12.223,0,0,0,-18000,0,0
"2019-12-25","300456","c",26.502,0,0,0,-6100,0,0
"2019-12-25","002961","0",37.29,0,0,4600,0,0,0
"2019-12-26","002961","0",37.719,0,0,0,-4600,0,0
"2019-12-26","002320","0",12.26,0,0,0,0,8245,0
"2019-12-26","002320","0",12.24,0,0,0,0,16000,0
"2019-12-26","002079","0",12.82,0,0,0,-14300,0,0
"2019-12-26","600363","0",15.75,0,0,11700,0,0,0
